threshold,buffer_min,n_slots,n_transmissions,communication_reduction,energy_proposed_J,energy_baseline_J,energy_savings,mismatch_rate,mae,rmse,n_retrains,retrain_frequency
1.0,50,10000,2151,0.7848999999999999,2.3347131279999997,2.9715085999999995,0.21430039677489066,0.2151,0.6591509368080409,0.9336674088690604,43,0.0043
