mse,mae,r2,n_nodes,max_depth_actual,model_size_kb,rmse,mismatch_rate,communication_reduction,threshold,n_samples
1.1409141880368576,2.5853673436919493,-0.10699644441713363,511,8,19.9609375,5.38449170717664,0.6510716653970724,0.3489283346029276,1.0,729892
